Name    POST1   POST2   POST3   POST4   POST5   POST6   PRE1    PRE2    PRE3    PRE4    PRE5    PRE6
ENSG00000198727_MT-CYB	378629	181596	185446	90489	156933	218601	227768	97020	87798	81023	62059	135862
ENSG00000130522_JUND	2198	1114	1124	1051	753	889	796	440	549	584	294	736
ENSG00000203883_SOX18	344	252	212	165	352	403	104	70	69	66	25	298
ENSG00000185650_ZFP36L1	2247	1008	1036	594	757	945	602	543	618	335	261	666
ENSG00000145780_FEM1C	1019	1055	639	470	598	1126	584	782	330	337	219	647
ENSG00000228253_MT-ATP8	42464	28065	18768	8111	20406	35247	23496	13891	10364	7189	6928	19320
ENSG00000006652_IFRD1	1126	581	872	750	390	953	554	479	321	431	104	665
ENSG00000163602_RYBP	295	178	154	131	137	246	76	129	21	31	33	129
ENSG00000099860_GADD45B	1219	318	188	428	220	177	23	35	64	24	40	87
ENSG00000184009_ACTG1	6729	4172	2968	2296	3687	3992	2330	2569	1206	1037	1282	3730
ENSG00000184557_SOCS3	1880	49	407	166	119	60	8	18	24	11	15	21
ENSG00000086061_DNAJA1	2722	888	717	425	683	859	468	551	269	284	175	593
ENSG00000124762_CDKN1A	1175	219	213	326	120	110	103	33	2	184	7	66
ENSG00000132510_KDM6B	921	685	347	308	382	433	411	467	178	210	166	236
ENSG00000264112_RP11-159D12.2	258	442	257	143	83	282	269	725	258	321	92	367
ENSG00000188483_IER5L	100	41	44	52	39	47	6	14	6	8	12	11
ENSG00000198804_MT-CO1	574324	466457	316543	126047	320376	628529	386617	209758	161708	100017	128112	362093
ENSG00000152518_ZFP36L2	910	480	430	271	266	505	334	246	233	194	118	274
ENSG00000134954_ETS1	604	405	513	254	399	922	278	276	246	161	144	665
ENSG00000211455_STK38L	274	248	242	153	262	387	169	116	94	72	57	218
ENSG00000275993_CH507-42P11.8	203	105	36	14	23	30	9	2	6	0	0	19
ENSG00000187479_C11orf96	565	119	94	106	64	62	50	18	6	14	17	61
ENSG00000102755_FLT1	1046	670	559	343	597	695	390	388	225	300	146	508
ENSG00000225840_RNA45S5	128	105	177	159	169	135	151	117	805	300	323	842
ENSG00000117318_ID3	486	316	223	181	360	488	177	86	115	104	56	341
ENSG00000128016_ZFP36	6083	984	1332	1154	934	509	159	465	192	195	209	292
ENSG00000271480_RP11-475J5.10	0	0	0	0	6	2	11	9	196	12	5	32
ENSG00000142871_CYR61	2549	1075	1227	1218	1136	685	225	200	632	591	77	483
ENSG00000153234_NR4A2	2006	1079	511	166	364	606	17	26	410	52	1	49
ENSG00000115464_USP34	1318	1071	992	591	574	1453	626	734	435	549	223	913
ENSG00000009724_MASP2	30	45	56	35	26	47	82	139	63	64	62	83
ENSG00000158050_DUSP2	300	60	22	30	15	24	5	0	6	0	0	11
ENSG00000156273_BACH1	413	410	415	379	261	587	210	276	199	176	120	304
ENSG00000198886_MT-ND4	538451	416743	275234	129567	231097	397379	362034	192854	134545	107553	94700	238174
ENSG00000087074_PPP1R15A	2003	1705	630	1251	660	1236	445	553	484	429	217	795
ENSG00000186594_MIR22HG	1285	665	612	234	477	637	1162	1231	542	378	351	909
ENSG00000177464_GPR4	130	78	66	65	86	79	24	15	16	27	7	56
ENSG00000269936_MIR145	73	24	82	31	58	81	134	85	79	67	75	153
ENSG00000136802_LRRC8A	330	254	219	182	232	402	121	207	68	94	65	243
ENSG00000108773_KAT2A	924	734	631	667	525	771	935	1004	679	776	523	860
ENSG00000162616_DNAJB4	2483	1349	1078	1206	950	1524	826	844	639	779	425	1067
ENSG00000272636_DOC2B	62	93	81	49	128	82	16	34	18	23	22	49
ENSG00000148175_STOM	1286	897	801	532	836	919	496	476	459	336	277	803
ENSG00000158859_ADAMTS4	668	72	70	94	180	167	4	12	15	0	6	97
ENSG00000161940_BCL6B	350	242	311	80	293	427	108	67	107	53	45	357
ENSG00000103196_CRISPLD2	349	177	168	172	232	186	93	107	55	95	98	102
ENSG00000144381_HSPD1	2140	1551	1005	721	822	1448	1009	905	458	588	316	1183
ENSG00000108352_RAPGEFL1	243	130	117	98	63	190	247	200	174	178	65	263
ENSG00000116741_RGS2	296	121	84	36	70	44	12	54	15	15	5	21
ENSG00000160888_IER2	824	332	241	285	253	253	106	87	108	63	40	274
ENSG00000124145_SDC4	1216	584	762	662	438	1144	444	542	278	398	185	689
ENSG00000099622_CIRBP	5029	3993	2754	2444	2306	3539	5558	4826	2764	3118	1837	3862
ENSG00000104419_NDRG1	824	570	398	357	392	587	264	381	196	132	136	474
ENSG00000162783_IER5	3318	1506	686	2025	658	1201	359	654	348	706	245	780
ENSG00000225630_MTND2P28	5546	3474	3231	1576	2465	3527	3056	1710	1712	1331	921	2442
ENSG00000138757_G3BP2	3861	2848	2135	1733	1772	2667	2215	2006	1085	1472	735	1717
ENSG00000152661_GJA1	386	114	86	68	97	189	52	65	43	22	21	94
ENSG00000113742_CPEB4	2401	1216	1318	973	793	1989	1084	910	652	780	396	1181
ENSG00000143248_RGS5	3562	3531	2921	1609	3302	4105	1682	2412	1600	1478	1143	2749
ENSG00000279338_RP1-309I22.2	53	106	49	68	106	62	22	5	6	17	5	35
ENSG00000138166_DUSP5	157	106	56	35	53	43	13	6	12	6	17	24
ENSG00000065526_SPEN	1740	975	747	771	893	1199	1042	787	424	510	329	788
ENSG00000070495_JMJD6	1181	714	466	404	525	678	397	435	286	224	187	544
ENSG00000211459_MT-RNR1	58144	50155	26302	14857	26841	88220	36332	20932	12788	11703	12709	42110
ENSG00000204103_MAFB	1085	581	363	332	497	395	278	322	174	175	215	313
ENSG00000280138_RP11-463O12.5	109	88	34	29	76	159	23	14	20	15	1	31
ENSG00000198888_MT-ND1	261679	158600	147212	64424	105414	187277	183576	78178	76234	53274	43685	114227
ENSG00000150048_CLEC1A	54	57	21	28	17	47	15	13	0	10	2	8
ENSG00000233026_MTCO1P5	2	0	4	7	6	1	7	28	383	4	22	54
ENSG00000137193_PIM1	340	156	202	93	137	190	115	138	67	52	24	86
ENSG00000248738_RP11-87E22.2	90	43	34	13	22	73	18	1	7	5	6	11
ENSG00000249669_MIR143HG	70	26	84	12	21	20	112	55	92	26	44	104
ENSG00000256304_CCDC150P1	86	55	44	16	38	78	43	0	5	0	6	10
ENSG00000173889_PHC3	656	554	373	317	324	719	356	339	161	258	147	350
ENSG00000111859_NEDD9	535	428	307	198	427	284	72	183	153	51	58	289
ENSG00000162772_ATF3	8550	329	672	697	333	624	256	24	243	371	40	388
ENSG00000096060_FKBP5	6451	7386	1766	2545	4860	4782	4955	3973	486	1309	2009	2771
ENSG00000205189_ZBTB10	399	313	345	254	173	460	247	221	156	100	60	222
ENSG00000163349_HIPK1	1399	1219	1082	851	773	1176	811	828	649	686	254	814
ENSG00000155090_KLF10	6176	2023	2545	550	1674	1086	1644	988	588	421	490	1089
ENSG00000136603_SKIL	1199	658	633	505	684	884	384	665	225	390	199	488
ENSG00000215252_GOLGA8B	198	175	148	67	76	138	212	341	218	120	42	263
ENSG00000076706_MCAM	528	433	324	267	514	664	207	249	122	103	112	695
ENSG00000102878_HSF4	521	585	438	327	310	550	498	788	479	358	361	723
ENSG00000166886_NAB2	93	105	82	80	101	137	30	51	15	54	18	74
ENSG00000120738_EGR1	20415	2625	1271	3794	1851	1313	51	22	339	192	58	1671
ENSG00000171617_ENC1	46	66	51	52	38	145	80	123	53	125	59	186
ENSG00000123700_KCNJ2	423	379	253	326	332	576	179	254	186	158	119	278
ENSG00000123505_AMD1	936	502	382	350	352	556	369	426	174	316	93	240
ENSG00000136997_MYC	1734	66	197	102	62	73	84	50	29	24	12	52
ENSG00000179144_GIMAP7	55	55	84	40	51	82	130	110	73	67	76	147
ENSG00000129204_USP6	854	636	739	428	831	877	708	1095	957	519	617	1010
ENSG00000125810_CD93	997	695	765	273	637	1148	336	499	278	214	199	998
ENSG00000112081_SRSF3	2332	1220	959	755	748	1277	828	856	605	560	314	894
ENSG00000143622_RIT1	237	181	163	103	162	254	123	103	48	73	34	146
ENSG00000140961_OSGIN1	244	170	190	130	290	211	80	115	38	53	105	156
ENSG00000148154_UGCG	449	126	137	141	92	164	127	72	62	121	20	73
ENSG00000161671_EMC10	9304	9737	5434	3737	6643	11863	9094	11639	6213	4478	5400	12052
ENSG00000272899_RP11-309L24.4	529	16	32	23	32	81	83	15	0	10	10	16
ENSG00000196850_PPTC7	3223	3467	1298	1095	1613	3457	1866	2161	753	812	813	2098
ENSG00000152104_PTPN14	2216	1138	1185	1091	925	1811	1203	829	699	786	445	793
ENSG00000140044_JDP2	433	278	171	170	176	265	145	232	84	91	58	148
ENSG00000147065_MSN	1203	668	681	556	642	995	591	434	331	502	189	775
ENSG00000069399_BCL3	381	75	93	96	95	133	46	38	19	0	30	49
ENSG00000118689_FOXO3	797	1278	857	512	715	937	518	799	389	324	355	651
ENSG00000090339_ICAM1	189	42	34	44	155	63	19	5	11	3	9	80
ENSG00000166483_WEE1	524	344	225	206	200	249	253	217	84	175	73	139
ENSG00000134531_EMP1	1021	449	456	247	352	688	137	352	148	113	75	590
ENSG00000144228_SPOPL	252	173	166	86	134	193	114	95	94	53	22	89
ENSG00000256618_MTRNR2L1	30	8	2286	1034	2522	33	15	8	1007	773	886	30
ENSG00000133874_RNF122	1277	284	690	303	290	419	466	297	145	193	87	227
ENSG00000183091_NEB	497473	323530	285338	233324	209981	344209	318719	256628	172612	202284	95362	268416
ENSG00000164142_FAM160A1	880	745	582	508	501	825	575	423	322	438	173	429
ENSG00000141664_ZCCHC2	492	562	278	352	317	719	286	332	138	255	155	353
ENSG00000196712_NF1	575	542	424	427	377	703	296	358	255	357	124	458
ENSG00000174951_FUT1	165	167	64	101	103	101	27	17	49	8	29	42
ENSG00000069122_GPR116	866	691	500	443	628	1002	443	482	323	365	213	671
ENSG00000164430_MB21D1	34	16	26	19	20	37	2	0	2	10	4	3
ENSG00000102804_TSC22D1	5431	3238	1647	1354	2514	2943	3567	2288	836	951	1145	2082
ENSG00000136068_FLNB	310	264	355	157	203	489	171	203	169	72	70	309
ENSG00000118523_CTGF	314	241	225	216	249	335	85	152	143	103	44	250
ENSG00000173334_TRIB1	1965	1187	1376	491	1051	1495	545	1146	566	337	431	953
ENSG00000139318_DUSP6	26	30	15	16	26	36	31	129	37	26	22	153
ENSG00000165312_OTUD1	10093	2743	1639	5971	604	2151	1572	406	1439	4847	144	676
ENSG00000156218_ADAMTSL3	60	132	87	74	57	168	25	64	25	43	18	86
ENSG00000144136_SLC20A1	621	404	373	189	203	621	168	296	205	138	86	318
ENSG00000019102_VSIG2	44	7	22	12	31	29	25	0	0	0	1	1
ENSG00000140105_WARS	1462	1032	751	478	712	1116	815	671	372	402	334	852
ENSG00000272512_RP11-54O7.17	70	40	24	26	34	51	28	10	5	0	0	16
ENSG00000006025_OSBPL7	369	642	377	576	567	690	485	1056	625	627	379	727
ENSG00000112715_VEGFA	5540	3521	2668	1233	2054	4431	2851	2589	1540	1044	862	3346
ENSG00000142910_TINAGL1	738	426	465	308	415	498	361	322	195	189	173	407
ENSG00000198786_MT-ND5	233154	188133	100922	55047	96626	193387	173995	86027	52802	48536	37608	106432
ENSG00000140575_IQGAP1	768	743	579	427	444	725	406	501	264	329	165	614
ENSG00000198947_DMD	5295	4762	5175	2751	3435	8063	3006	3682	2692	2534	1475	4796
ENSG00000198265_HELZ	1007	900	811	489	479	990	599	581	463	392	235	596
ENSG00000163638_ADAMTS9	318	211	186	144	145	481	220	138	56	86	42	243
ENSG00000197321_SVIL	44908	36958	33740	23960	29656	37690	29358	30122	19877	18590	12337	28147
ENSG00000198763_MT-ND2	154270	87931	82125	40183	61041	83491	98129	49184	43232	38015	27050	57766
ENSG00000161638_ITGA5	614	253	265	137	230	313	280	173	96	102	44	242
ENSG00000160551_TAOK1	1132	907	648	556	487	1092	583	615	432	466	211	546
ENSG00000112773_FAM46A	169	136	71	69	109	113	53	79	34	25	15	78
ENSG00000178209_PLEC	26978	16021	15257	15232	10064	16646	18479	12825	8131	8726	4314	12007
ENSG00000096717_SIRT1	489	337	283	160	220	381	229	205	185	108	79	236
ENSG00000150907_FOXO1	810	626	307	385	429	579	547	439	128	267	191	304
ENSG00000117616_RSRP1	888	672	557	374	415	670	708	920	473	530	405	826
ENSG00000101367_MAPRE1	564	487	396	337	322	467	353	311	186	203	131	349
ENSG00000187513_GJA4	146	82	87	59	99	145	30	45	60	14	7	71
ENSG00000203709_C1orf132	1086	967	1306	173	678	988	758	1310	1237	462	628	1529
ENSG00000144724_PTPRG	280	283	243	209	205	348	156	169	147	149	55	190
ENSG00000110422_HIPK3	4745	4712	3535	2554	3023	5026	2554	3373	1881	2473	1242	3353
ENSG00000205629_LCMT1	430	392	274	209	266	364	416	589	260	243	211	466
ENSG00000239779_WBP1	49	70	73	31	25	57	105	147	68	59	26	97
ENSG00000132688_NES	2530	767	1311	917	1090	1737	1564	723	649	369	289	1196
ENSG00000183230_CTNNA3	1681	1202	1154	606	739	1810	866	974	720	495	307	1246
ENSG00000120129_DUSP1	3427	3624	1667	2785	2113	3584	567	708	1733	1722	445	1853
ENSG00000175592_FOSL1	54	17	20	5	20	21	10	0	4	0	0	6
ENSG00000256609_RP11-64B16.4	43	57	19	40	52	55	7	0	12	10	5	15
ENSG00000122862_SRGN	244	191	118	77	101	149	57	58	67	47	17	116
ENSG00000066422_ZBTB11	395	334	293	234	212	455	184	255	170	139	83	297
ENSG00000187498_COL4A1	870	760	640	458	678	2503	445	480	310	415	274	2052
ENSG00000238825_RNU1-13P	2	4	15	2	0	0	2	19	48	14	7	21
ENSG00000110172_CHORDC1	326	225	145	136	167	266	142	193	71	81	53	130
ENSG00000146112_PPP1R18	198	121	164	95	130	166	50	44	64	79	35	123
ENSG00000124406_ATP8A1	2083	2600	1472	881	1318	2435	1134	2101	856	694	602	1749
ENSG00000176641_RNF152	174	125	62	31	110	158	42	48	30	23	28	97
ENSG00000130202_PVRL2	201	107	108	64	112	202	81	97	35	33	22	99
ENSG00000279088_RP11-574K11.24	22	43	28	20	16	41	78	105	38	68	14	53
ENSG00000201532_RNA5SP194	11	8	5	9	12	4	15	15	29	30	23	54
ENSG00000132326_PER2	566	692	400	511	419	711	298	509	201	297	237	435
ENSG00000167548_KMT2D	2498	1891	1701	1273	1274	2190	1462	1484	1083	912	607	1322
ENSG00000147526_TACC1	866	808	518	331	601	803	445	452	324	292	246	562
ENSG00000261616_RP11-6O2.3	212	275	285	154	199	305	205	488	293	185	142	417
ENSG00000004478_FKBP4	1186	933	640	707	697	789	708	732	367	527	277	620
ENSG00000227128_LBX1-AS1	421	664	546	292	368	563	433	808	590	361	250	620
ENSG00000270640_RP11-373D23.2	38	62	7	0	12	16	1	0	3	0	0	0
ENSG00000006459_KDM7A	926	767	441	302	560	830	558	403	211	269	192	644
ENSG00000174579_MSL2	591	553	305	260	392	563	286	262	212	225	99	359
ENSG00000231721_LINC-PINT	237	233	132	114	163	241	132	85	59	88	58	128
ENSG00000148841_ITPRIP	265	121	114	92	95	128	75	18	63	25	21	119
ENSG00000198719_DLL1	92	133	45	46	57	93	39	31	24	15	7	58
ENSG00000176105_YES1	324	187	198	99	137	253	124	79	99	73	52	180
ENSG00000060237_WNK1	6615	4160	3482	4113	2919	4596	3954	3035	2224	3191	1183	3525
ENSG00000118482_PHF3	1080	1081	1049	633	769	1259	694	798	611	516	349	747
ENSG00000167470_MIDN	3716	1228	850	751	844	618	1092	955	255	579	320	568
ENSG00000184990_SIVA1	938	712	473	367	399	667	949	1113	399	361	309	950
ENSG00000224411_HSP90AA2P	1777	967	545	593	603	881	904	737	312	611	181	502
ENSG00000172716_SLFN11	175	144	178	108	131	142	55	81	65	35	35	144
ENSG00000198435_NRARP	82	90	30	46	86	79	18	4	27	7	9	38
ENSG00000125753_VASP	219	142	160	94	103	220	99	109	54	53	34	139
ENSG00000157224_CLDN12	482	397	386	282	234	506	281	260	196	155	120	335
ENSG00000106591_MRPL32	497	338	228	162	243	393	410	455	245	259	185	464
ENSG00000140688_C16orf58	85	98	77	42	42	87	99	138	65	92	57	174
ENSG00000124216_SNAI1	34	35	25	9	25	37	7	6	4	4	4	14
ENSG00000115541_HSPE1	473	338	246	164	151	275	204	176	91	139	64	206
ENSG00000168264_IRF2BP2	1007	1278	1216	658	796	1404	525	823	768	582	363	1005
ENSG00000179388_EGR3	645	93	68	192	169	97	8	2	52	18	3	139
ENSG00000204120_GIGYF2	1630	1279	991	775	874	1502	1124	1068	579	547	294	988
ENSG00000067082_KLF6	1253	687	558	417	462	849	317	549	378	242	220	426
ENSG00000133561_GIMAP6	173	69	114	37	61	113	159	155	90	77	99	181
ENSG00000134294_SLC38A2	8732	5327	4996	4765	3050	5866	3374	4253	2458	3488	1593	4543
ENSG00000150457_LATS2	557	462	349	243	317	509	314	338	151	162	172	210
ENSG00000182831_C16orf72	1463	1273	1002	681	1004	1482	777	998	644	558	465	1004
ENSG00000110395_CBL	190	122	124	74	105	158	72	99	49	47	35	72
ENSG00000257315_ZBED6	127	139	144	52	95	213	45	90	30	55	22	91
ENSG00000116981_NT5C1A	899	543	473	308	363	633	540	404	322	187	152	306
ENSG00000180096_SEPT1	94	125	24	111	137	129	44	66	11	49	46	76
ENSG00000162378_ZYG11B	4844	6505	4023	2656	4366	7641	2822	5077	2242	2480	1874	5025
ENSG00000213366_GSTM2	1001	529	511	547	759	845	949	608	485	587	597	957
ENSG00000197019_SERTAD1	957	188	129	87	184	177	147	131	45	74	28	134
ENSG00000118514_ALDH8A1	7	19	13	6	0	1	22	49	29	16	7	6
ENSG00000122877_EGR2	1154	69	47	92	115	12	3	1	16	11	4	24
ENSG00000139112_GABARAPL1	2808	1869	1805	1070	1122	1751	1405	1307	903	811	528	1584
ENSG00000103994_ZNF106	57511	39827	30182	31754	26265	34781	37925	30607	17596	27969	11431	26048
ENSG00000172828_CES3	673	520	373	474	339	437	615	597	357	677	215	573
ENSG00000155096_AZIN1	1392	1075	868	1076	734	1310	819	955	505	778	348	734
ENSG00000162650_ATXN7L2	673	519	317	205	234	550	578	794	530	291	164	550
ENSG00000186335_SLC36A2	1540	1894	1506	1299	860	2364	1386	2541	1423	1608	581	2409
ENSG00000213949_ITGA1	531	357	351	179	329	594	211	225	171	189	111	412
ENSG00000221869_CEBPD	2237	358	773	226	201	154	267	231	237	61	106	140
ENSG00000153922_CHD1	541	367	292	187	275	372	246	259	152	168	88	267
ENSG00000173706_HEG1	829	713	707	318	408	594	492	601	328	230	174	434
ENSG00000157873_TNFRSF14	88	95	90	45	60	65	93	174	100	57	53	158
ENSG00000059728_MXD1	413	178	214	125	149	250	144	84	98	132	65	66
ENSG00000163874_ZC3H12A	282	45	104	26	41	53	44	22	26	35	7	18
ENSG00000130023_ERMARD	209	268	229	146	144	268	219	419	208	227	97	315
ENSG00000177548_RABEP2	268	178	128	71	118	141	126	92	57	26	15	129
ENSG00000136383_ALPK3	16710	8407	7920	10328	6275	6305	11817	6494	3994	5179	3041	4364
ENSG00000174106_LEMD3	275	231	180	173	212	302	184	155	112	92	64	124
ENSG00000109787_KLF3	358	275	251	156	165	427	194	135	139	120	78	244
ENSG00000036672_USP2	2756	2551	1868	1786	1893	2683	1839	2270	872	1170	866	1825
ENSG00000159399_HK2	1181	1019	276	196	305	326	843	570	94	158	125	217
ENSG00000108848_LUC7L3	3355	2976	2224	1884	1955	2891	3070	3172	2154	2129	1456	3446
ENSG00000170345_FOS	16150	3736	1290	2724	1281	1606	39	99	1327	340	69	1160
ENSG00000181222_POLR2A	3698	891	979	500	723	1193	1119	801	487	388	327	853
ENSG00000131174_COX7B	6125	5271	3133	1904	2837	5603	5282	5957	2796	2320	2087	6292
ENSG00000116752_BCAS2	644	931	413	718	290	657	532	1370	550	1154	159	687
ENSG00000278309_RP11-102K13.5	6384	1103	614	1022	688	726	2266	906	383	788	297	551
ENSG00000230970_HHATL-AS1	59	25	20	8	17	55	16	18	4	0	1	3
ENSG00000272886_DCP1A	430	291	363	261	241	444	194	239	183	164	87	364
ENSG00000067048_DDX3Y	517	406	379	239	357	480	264	327	204	207	138	309
ENSG00000176014_TUBB6	205	160	105	84	127	208	55	101	76	48	37	115
ENSG00000206337_HCP5	116	94	46	52	79	94	17	36	17	31	20	77
ENSG00000108510_MED13	1946	1562	1098	623	1023	1733	869	1048	580	687	441	1195
ENSG00000131023_LATS1	422	343	246	179	218	336	208	263	144	139	85	196
ENSG00000135837_CEP350	1816	1404	1141	688	1026	1768	986	1195	613	685	396	1150
ENSG00000175197_DDIT3	314	263	90	100	141	286	113	122	67	37	57	202
ENSG00000108878_CACNG1	2386	2047	1408	1189	1230	1485	2018	2532	1194	1365	932	1765
ENSG00000056586_RC3H2	777	629	501	409	421	832	419	483	205	428	175	454
ENSG00000231766_AC013437.7	1	1	1	5	8	4	0	22	198	9	11	30
ENSG00000149639_SOGA1	224	135	192	148	131	287	85	129	75	87	59	136
ENSG00000180398_MCFD2	1198	1345	897	864	991	1280	760	992	520	766	431	915
ENSG00000179862_CITED4	192	279	198	126	157	236	146	349	245	168	173	307
ENSG00000064666_CNN2	97	28	65	24	68	31	15	6	18	15	14	26
ENSG00000119681_LTBP2	216	351	243	234	281	295	112	237	146	160	81	228
ENSG00000142798_HSPG2	1880	1444	1386	1312	1099	1913	879	1638	824	621	418	1190
ENSG00000054523_KIF1B	19171	13453	13321	9198	8596	14718	11731	10994	7982	8433	3839	9177
ENSG00000128283_CDC42EP1	150	103	123	53	81	158	81	48	30	32	32	97
ENSG00000105538_RASIP1	236	157	199	87	168	189	98	29	71	29	38	254
ENSG00000196329_GIMAP5	208	141	189	103	126	210	120	120	72	57	38	117
ENSG00000151835_SACS	1315	921	850	443	475	1223	710	664	583	402	210	744
ENSG00000154358_OBSCN	102526	48146	46254	43884	30235	50057	67978	40291	29704	25535	14948	33889
ENSG00000179348_GATA2	137	117	133	74	80	76	61	46	62	35	27	59
ENSG00000100650_SRSF5	3859	3415	2660	1693	2415	2989	3163	4299	2590	1923	1675	3330
ENSG00000128591_FLNC	139244	40985	36203	95886	29791	45107	97280	34308	20767	71076	13715	35852
ENSG00000237973_MIR6723	841	673	436	167	421	797	513	360	249	136	174	621
ENSG00000011405_PIK3C2A	283	242	186	134	163	279	124	125	92	108	57	223
ENSG00000198805_PNP	115	27	46	14	20	84	13	8	11	9	5	53
ENSG00000240038_AMY2B	383	510	427	179	295	460	365	631	329	375	230	548
ENSG00000170500_LONRF2	1005	791	727	436	459	1058	587	576	352	372	231	781
ENSG00000144357_UBR3	5647	5882	4931	3262	4274	7568	3227	4997	2801	3107	1737	4936
ENSG00000196428_TSC22D2	694	342	338	228	321	445	314	254	209	153	141	340
ENSG00000091536_MYO15A	16	22	30	21	28	33	17	36	74	33	25	173
